Question,Answer
"Will the Jio Vivo X Fold Offer be available, if I purchase eligible device from ecommerce sites?","Yes, “Jio Vivo X Fold” is available for all Eligible Devices, purchased from stores as well as ecommerce sites in India during the offer period."
Is the Jio Vivo X Fold Offer applicable to existing RJIO subscribers as well?,Offer is applicable for only new to Postpaid RJIO subscribers who have subscribed to an ₹649 and above Postpaid Plan.
Can I avail any other offer along with the Jio Vivo X Fold Offer ?,"No, two or more offers cannot be clubbed together."
Is the Jio Vivo X Fold Offer applicable on all the variants of Vivo Fold devices?,"No, it is applicable only on the Indian variants of Eligible Devices."
What is the Jio Motorola Fogo 5G Offer 2023?,"a) “Jio Motorola Fogo 5G Offer 2023” entitles a cashback of ₹2000 for eligible devices on Jio network for the first time by performing a recharge of ₹449 Jio prepaid plan on or after 12th January 2024. For eligible devices, upon 1st successful recharge of ₹449, 40 discount coupons of ₹50 each will be credited in MyJio app which can be applied one at a time per recharge, against subsequent recharges of Jio plan of ₹449, via MyJio App only. 
 b) The customers would also get also get coupons from Ajio, Netmeds and Yatra in MyJio app."
"How will I get to know if the discount coupons, under the Jio Motorola Fogo 5G Offer 2023 has been credited to my account? And where can I view the vouchers?",You will be notified through appropriate channel when the discount coupons have been credited to your account. You can view the discount coupons under the “My Vouchers” section in MyJio app.
"Will the Jio Motorola Fogo 5G Offer 2023 be available, if I purchase eligible device from ecommerce sites?","Yes, “Jio MOTOROLA FOGO 5G Offer 2023” is available for all eligible devices, purchased from stores as well as e-commerce sites in India during the offer period."
Is the Jio Motorola Fogo 5G Offer 2023 applicable to existing Jio subscribers as well?,"Yes, the offer is applicable for both existing as well as new Jio subscribers."
From when can I claim the Jio Motorola Fogo 5G Offer 2023?,The first recharge of ₹449 Jio prepaid plan should be done on or after 18th December 2023 by the eligible subscriber to avail the offer.
What is validity of Jio discount coupons Jio Motorola Fogo 5G Offer 2023?,The discount coupons are valid till 31st May 2030.
"Can the discount coupon, under the Jio Motorola Fogo 5G Offer 2023 be transferred to any other Jio number?","No, the discount coupons are non-transferable."
From when is Jio Motorola Fogo 5G Offer 2023 valid?,"The offer is valid for eligible devices, purchased on or after 18th December 2023 and activated on the Jio network for the first time, on or after 18th December 2023. The first recharge of ₹449 Jio Prepaid Plan should be done on or after 18th December 2023 by the eligible subscriber to avail the offer."
How do I Claim the Jio Motorola Fogo 5G Offer 2023?,"The 40 discount coupons of ₹50 each, that are received in your MyJio App, by performing a successful Jio recharge of ₹449, on or after 18th December 2023, can be applied one at a time, against subsequent Jio recharges of ₹449, via MyJio app only. The discount coupons, if unused, will expire by 31st May 2030."
Is the Jio MOTOROLA FOGO 5G Offer 2023 applicable on all the variants of 5G devices?,"Yes, on select variants i.e., eligible devices (Motorola Fogo 5G), it is applicable only on the Indian variants of eligible devices."
Can I avail any other offer along with the Jio Motorola Fogo 5G Offer 2023?,"No, two or more offers cannot be clubbed together."
What is the Jio Motorola g45 2024?,"The Jio Motorola g45 2024 comes with the following benefits: 
   
 
 The offer entitles a cashback of ₹2000 for eligible devices on the Jio network for the first time by performing a recharge of ₹449 Jio prepaid plan on or after 21st August 2024. For eligible devices, upon 1st successful recharge of ₹449, 40 discount coupons of ₹50 each will be credited to the MyJio app which can be applied one at a time per recharge, against subsequent recharges of the Jio plan of ₹449, only via the MyJio app. 
 You will also get coupons from Ajio, Netmeds, and EaseMyTrip in the MyJio app."
What is the validity of the Jio Motorola g45 2024?,"The Jio Motorola g45 2024 is valid for eligible devices, purchased on or after 21st August 2024 and activated on the Jio network for the first time, on or after 21st August 2024. You have to do the first recharge of ₹449 Jio prepaid plan on or after 21 st  August 2024 to avail of the offer."
When can I claim the Jio Motorola g45 2024?,You have to do the first recharge of ₹449 Jio prepaid plan on or after 21st August 2024 to avail of the Jio Motorola g45 2024.
How can I claim the Jio Motorola g45 2024?,"Once you perform a successful Jio recharge of ₹449, on or after 21st August 2024, 40 discount coupons of ₹50 each will be credited to your MyJio app. You can apply the coupons one at a time, against subsequent Jio recharges of ₹449, via the MyJio app only. The discount coupons, if unused, will expire by 31st May 2030."
"Can the discount coupon, under the Jio Motorola g45 2024 be transferred to any other Jio number?","No, the discount coupons under the Jio Motorola g45 2024 are non-transferable."
"Will the Jio Motorola g45 2024 be available, if I purchase eligible devices from e-commerce sites?","Yes, the Jio Motorola g45 2024 is available to all eligible devices, purchased from stores as well as e-commerce sites in India during the offer period."
Is the Jio Motorola g45 2024 applicable to existing Jio subscribers as well?,"Yes, the offer is applicable to both existing as well as new Jio subscribers."
Can I avail of any other offer along with the Jio Motorola g45 2024?,"No, you can’t club two or more offers."
"How will I get to know if the discount coupons, under the Jio Motorola g45 2024, have been credited to my account? Where can I view the vouchers?",You will be notified through an appropriate channel once the discount coupons are credited to your account. You can view the discount coupons under the ‘My Vouchers’ section of the MyJio app.
What is the validity of the Jio discount coupons?,The Partner Offers discount coupons of the Jio Motorola g45 2024 are valid till 30th September 2024 and Cashback vouchers are valid till 31st May 2030.
Is the Jio Motorola g45 2024 applicable to all the variants of 5G devices?,The Jio Motorola g45 2024 is applicable to select variants/eligible devices (Motorola g45). Please note that the offer is only applicable to the Indian variants of eligible devices.
What is the Jio Motorola E32 Offer 2022?,"“Jio Motorola E32Offer 2022” entitles a cashback of Rs. 2000 for eligible devices on Jio network for the first time by performing a recharge of Rs.449 Jio prepaid plan on or after 22nd October 2022. For eligible devices, upon 1st successful recharge of Rs. 449, 40 discount coupons of Rs. 50 each will be credited in MyJio app which can be applied one at a time per recharge, against subsequent recharges of Jio plan of Rs. 449, via MyJio App only. 
 The customers would also get also get coupons from Zee5 in MyJio app."
From when is Jio Motorola E32 Offer 2022 valid?,"The offer is valid for eligible devices, purchased on or after 22nd October 2022 and activated on the Jio network for the first time, on or after 22nd October 2022. The first recharge of Rs. 449 Jio Prepaid Plan should be done on or after 22nd October 2022 by the eligible subscriber to avail the offer."
From when can I claim the Jio Motorola E32 Offer 2022?,The first recharge of Rs. 449 Jio prepaid plan should be done on or after 22nd October 2022 by the eligible subscriber to avail the offer.
How do I Claim the Jio Motorola E32 Offer 2022?,"The 40 discount coupons of Rs.50 each, that are received in your MyJio App, by performing a successful Jio recharge of Rs. 449, on or after 22nd October 2022, can be applied one at a time, against subsequent Jio recharges of Rs. 419, via MyJio app only. The discount coupons, if unused, will expire by 31st May 2030."
"Can the discount coupon, under the Jio Motorola E32 Offer 2022 be transferred to any other Jio number?","No, the discount coupons are non-transferable."
"Will the Jio Motorola E32 Offer 2022 be available, if I purchase eligible device from ecommerce sites?","Yes, “Jio MotorolaE32 Offer 2022” is available for all eligible devices, purchased from stores as well as ecommerce sites in India during the offer period."
Is the Jio Motorola E32Offer 2022 applicable to existing Jio subscribers as well?,"Yes, the offer is applicable for both existing as well as new Jio subscribers."
Can I avail any other offer along with the Jio MotorolaE32 Offer 2022?,"No, two or more offers cannot be clubbed together."
"How will I get to know if the discount coupons, under the Jio Motorola E32 Offer 2022 has been credited to my account? And where can I view the vouchers?",You will be notified through appropriate channel when the discount coupons have been credited to your account. You can view the discount coupons under the “My Vouchers” section in MyJio app.
Is the Jio Motorola E32Offer 2022 applicable on all the variants of 5G devices?,"No, it is applicable only on the Indian variants of eligible devices."
What is the Jio Poco c75 Offer ?,"“Jio Poco c75 Offer” entitles 3 vouchers of 10 OTT benefits and 10 GB additional data for Eligible Subscribers who subscribe to True 5G Plan on or after 17th December 2024. 
 The Offer shall be open for all Eligible Subscribers who purchase Eligible Device under Group-1 on or after 17th December 2024 till 31st May 2025. 
 Benefits will be credited in MyJio application. 
 
 
 
 
   
 Eligible Devices 
 
 
 Group - 1 
 Poco c75"
How do I Claim the Jio Poco c75 Offer ?,"Eligible Customer, upon purchasing a new Eligible Device during the offer period, will be entitled to get 3 vouchers with Benefits: 
 
 Subscription to 10 Premium OTT apps.  Validity:  28 days 
 Unlimited Data - 10GB High Speed Data, thereafter unlimited at 64Kbps. 
 
 Both the vouchers will be credited post activation in MyJio."
